1751,467,0.072483,-0.701277,0.339385,-2.053565,0.437245,1.833831,1
1752,467,-0.263858,-0.877035,-0.046176,-1.600341,0.021673,0.682828,1
1753,467,-0.418015,-0.826009,-0.229413,-1.244585,-0.037382,0.383217,1
1750,467,0.955379,0.307916,1.217395,-1.562979,1.316506,2.869985,1
1749,468,1.305735,0.744477,1.595321,-1.306315,1.808631,3.406787,1
1750,468,1.081507,0.460996,1.37391,-1.600341,1.159027,2.705199,1
1751,468,0.373789,-0.400787,0.618057,-2.056814,0.739081,2.35066,1
1752,468,0.065476,-0.678598,0.31648,-1.863503,0.756579,2.061036,1
1753,468,-0.158752,-0.877035,0.007268,-1.85863,-0.140181,0.827639,1
1754,468,0.219632,-0.616233,0.408098,-2.199766,0.135409,1.381919,1
1755,468,0.548967,-0.35543,0.759303,-2.086054,0.45693,2.095991,1
1756,468,0.457874,-0.304403,0.686771,-1.933355,0.323509,1.741452,1
1748,469,0.233647,-0.50284,0.484447,-1.803398,0.701898,1.958669,1
1749,469,1.207635,0.608406,1.484615,-1.268952,1.747388,3.246995,1
1750,469,1.116543,0.506353,1.392997,-1.645826,1.183086,2.715186,1
1751,469,0.598016,-0.179672,0.839469,-1.962595,1.045291,2.760127,1
1752,469,0.352767,-0.50284,0.572248,-2.038945,0.883437,2.328189,1
1753,469,0.07949,-0.780652,0.274488,-1.980464,0.065418,1.039863,1
1754,469,0.240654,-0.423465,0.541709,-1.805023,0.196651,1.324494,1
1755,469,0.520938,-0.196681,0.812747,-2.138037,0.647218,2.502962,1
1854,688,0.689109,0.676441,0.973079,-0.599676,0.483176,0.870084,2
1848,689,0.478895,0.302246,0.671502,-1.057773,-0.162053,0.168496,2
1849,689,-0.109702,-0.276055,0.060712,-1.104882,-0.778849,-0.485654,2
1850,689,0.086497,-0.077619,0.30121,-0.953807,-0.557939,-0.220998,2
1851,689,0.303718,0.154836,0.507352,-0.862838,0.139783,0.358249,2
1852,689,0.450867,0.38729,0.682954,-0.817353,0.211961,0.463113,2
1853,689,0.156568,-0.151324,0.358472,-1.377791,-0.597309,-0.178553,2
1854,689,-0.046638,-0.105967,0.102704,-0.966803,-0.872899,-0.470673,2
1855,689,0.044455,0.137827,0.148513,-0.221177,-0.225482,-0.031244,2
1856,689,0.605023,0.886217,0.721128,0.072849,0.395688,0.677834,2
1848,690,0.366782,0.273898,0.564613,-0.680899,0.161655,0.223425,2
1849,690,0.065476,-0.105967,0.213409,-0.996043,-0.175176,-0.068696,2
1850,690,0.198611,0.035774,0.408098,-0.72151,-0.004573,0.146025,2
1851,690,0.506924,0.426978,0.766937,-0.779991,0.421934,0.705298,2
1852,690,0.766187,0.665102,0.973079,-0.661405,0.376003,0.732763,2
1853,690,-0.200794,-0.480162,0.011085,-1.48338,-1.067561,-0.56555,2
1854,690,-0.130723,-0.378109,0.091251,-1.312812,-1.135365,-0.630465,2
1855,690,-0.109702,-0.213689,0.098886,-0.448601,-0.759164,-0.438215,2
1856,690,0.002412,0.149166,0.221044,-0.213055,-0.450766,-0.178553,2
1857,690,0.163575,0.013095,0.423368,-0.749126,-0.102998,0.146025,2
881,6,-0.368965,0.313585,-0.649331,2.561517,1.09341,0.163503,3
882,6,-0.467064,0.273898,-0.687506,2.50791,0.984049,0.071123,3
880,6,-0.347944,0.290907,-0.603522,2.296731,1.043104,0.200954,3
876,7,-0.361958,0.069792,-0.584435,1.7168,0.680026,0.031175,3
877,7,-0.593192,-0.236368,-0.794394,1.445515,0.255706,-0.268436,3
878,7,-0.607207,-0.04927,-0.763854,1.741167,0.540044,-0.10365,3
879,7,-0.404001,0.064122,-0.626427,1.599839,0.765328,0.118561,3
880,7,-0.326922,0.194523,-0.550078,1.594966,0.879063,0.223425,3
881,7,-0.439036,0.052783,-0.672236,1.871123,0.885625,0.151019,3
882,7,-0.579178,0.081131,-0.74095,2.077429,0.839693,0.068626,3
883,7,-0.439036,0.307916,-0.695141,2.581011,1.040917,0.143529,3
884,7,-0.439036,0.432647,-0.660784,2.892907,1.318694,0.263373,3
885,7,-0.333929,0.557379,-0.611157,2.85392,1.360251,0.290837,3
872,8,-0.291887,0.137827,-0.550078,1.414651,0.760953,0.143529,3
873,8,-0.207801,0.132157,-0.439372,1.073515,0.822195,0.328288,3
874,8,-0.382979,-0.111636,-0.5768,1.037777,0.465679,0.006207,3
875,8,-0.375972,-0.111636,-0.60734,1.239209,0.555355,0.026181,3
876,8,-0.396993,-0.100297,-0.599705,1.374039,0.734706,0.146025,3
877,8,-0.509107,-0.20802,-0.744767,1.421149,0.459117,-0.123624,3
878,8,-0.614214,-0.026592,-0.779124,1.931228,0.443806,-0.245965,3
333,822,6.014513,5.450263,5.126449,-0.096094,2.963482,5.184476,4
332,822,6.07057,6.329054,5.584542,-0.061981,2.76007,4.685125,4
332,823,6.189691,5.898163,5.412757,-0.071727,2.486668,4.210742,4
333,823,6.974487,6.69758,6.183879,0.222299,3.158144,5.074619,4
334,823,6.217719,5.450263,5.031013,0.108587,2.897865,4.507856,4
331,823,4.234707,4.350356,3.855243,0.163819,2.353248,3.399297,4
330,824,4.718197,4.231294,4.46985,-0.083099,2.78413,4.632693,4
331,824,3.940408,3.227771,3.32462,-0.57206,1.75395,3.134641,4
332,824,5.264752,5.093077,4.706531,-0.386872,1.977046,3.459219,4
333,824,6.315819,6.198653,5.634168,0.046858,2.889116,4.6277,4
334,824,5.152638,4.412722,4.175908,0.154072,3.564967,5.137038,4
335,824,5.699193,5.285844,4.821054,0.162194,3.079404,4.655164,4
329,825,4.963446,4.14625,5.198981,-0.399868,3.280628,7.541413,4
330,825,5.650143,5.212139,5.630351,-0.097719,4.078963,8.80477,4
331,825,5.383873,5.6487,5.076823,-0.014871,3.978351,7.369136,4
332,825,4.655133,4.248303,4.130099,-0.347885,2.644148,4.452927,4
333,825,4.479956,4.032858,3.855243,-0.541195,1.718955,3.3194,4
334,825,4.066536,3.579288,3.465865,-0.294278,2.101718,3.574069,4
335,825,3.295754,2.961299,2.843623,-0.130208,1.977046,3.022287,4
336,825,4.837318,4.849283,4.431676,0.106963,2.403554,3.429258,4
566,316,-0.418015,-0.009583,-0.584435,0.841217,0.093852,-0.28841,5
565,317,-0.467064,-0.094627,-0.584435,0.730754,-0.068003,-0.403261,5
566,317,-0.432029,-0.156993,-0.580618,0.716134,-0.028633,-0.363313,5
567,317,-0.439036,-0.321412,-0.569165,0.405863,-0.291099,-0.490647,5
568,317,-0.460057,-0.463153,-0.634062,0.178439,-0.516382,-0.625472,5
569,317,-0.5021,-0.689938,-0.660784,-0.078225,-0.697921,-0.722845,5
570,317,-0.544143,-0.809,-0.702775,-0.252042,-0.951639,-0.867657,5
571,317,-0.481079,-0.542528,-0.614974,-0.086347,-0.577624,-0.655433,5
572,317,-0.404001,-0.298734,-0.542443,0.298649,-0.387336,-0.520608,5
564,318,-0.530128,-0.395117,-0.660784,0.381496,-0.43983,-0.590517,5
565,318,-0.530128,-0.644581,-0.656966,-0.096094,-0.641054,-0.677904,5
566,318,-0.544143,-0.706947,-0.691323,-0.178941,-0.765725,-0.760297,5
567,318,-0.55115,-0.65592,-0.676053,-0.139955,-0.73073,-0.752806,5
568,318,-0.488086,-0.610563,-0.645514,-0.09447,-0.689173,-0.700374,5
569,318,-0.467064,-0.599224,-0.622609,-0.040863,-0.726355,-0.745316,5
570,318,-0.523121,-0.848687,-0.687506,-0.336514,-0.969136,-0.872651,5
571,318,-0.537136,-0.837348,-0.687506,-0.37875,-0.98226,-0.902612,5
572,318,-0.474072,-0.604893,-0.5768,0.048483,-0.490136,-0.575537,5
563,319,-0.495093,-0.440474,-0.664601,0.383121,-0.551378,-0.692884,5
564,319,-0.537136,-0.757973,-0.695141,-0.187064,-0.82478,-0.822715,5
454,390,-0.347944,-0.185341,-0.496634,-0.024618,-0.00676,-0.131114,6
456,390,-0.123716,0.137827,-0.1607,0.292151,0.367254,0.220928,6
455,390,-0.361958,-0.20235,-0.462277,0.113461,0.006363,-0.141101,6
455,391,-0.347944,-0.259046,-0.447007,0.399365,-0.096436,-0.275926,6
454,391,-0.291887,-0.264716,-0.431738,0.097216,-0.129245,-0.263442,6
453,391,-0.474072,-0.565206,-0.60734,-0.107465,-0.654177,-0.637956,6
456,391,-0.425022,-0.429135,-0.550078,0.051731,-0.052692,-0.201024,6
456,392,-0.593192,-0.604893,-0.72568,-0.295902,-0.592935,-0.543079,6
455,392,-0.305901,-0.276055,-0.462277,0.233671,0.096039,-0.098657,6
454,392,-0.13773,0.052783,-0.191239,0.438352,0.620971,0.263373,6
451,392,-0.312908,-0.139984,-0.378293,0.119959,0.139783,-0.053715,6
452,392,-0.298894,-0.474492,-0.454642,-0.092845,-0.225482,-0.353326,6
453,392,-0.277873,-0.34976,-0.401198,0.167068,0.144158,-0.113637,6
454,393,-0.200794,-0.043601,-0.324849,0.498457,0.441619,0.175986,6
453,393,-0.172766,-0.032262,-0.259953,0.452972,0.645031,0.308314,6
452,393,-0.158752,-0.230698,-0.290492,0.121583,0.327884,0.163503,6
450,393,-0.109702,-0.088958,-0.244683,0.126456,0.454743,0.243399,6
451,393,-0.081673,-0.100297,-0.27904,0.206055,0.435058,0.238405,6
455,393,-0.649249,-0.786321,-0.744767,-0.45185,-0.579812,-0.550569,6
454,394,-0.439036,-0.616233,-0.595887,-0.420986,-0.389524,-0.400764,6
1722,706,-0.495093,-1.143507,-0.779124,-3.447349,-3.186976,-2.091067,7
1722,707,-0.432029,-1.098151,-0.75622,-3.463593,-3.193537,-2.091067,7
1721,707,-0.396993,-1.092481,-0.74095,-3.4441,-3.167291,-2.071093,7
1721,708,-0.495093,-1.10949,-0.748585,-3.448973,-3.158542,-2.068596,7
1722,708,-0.544143,-1.171856,-0.782942,-3.468467,-3.195725,-2.098557,7
1720,708,-0.396993,-1.030115,-0.695141,-3.408362,-3.130108,-2.033641,7
1720,709,-0.404001,-1.064133,-0.714228,-3.427855,-3.132295,-2.028648,7
1721,709,-0.396993,-1.024445,-0.714228,-3.439227,-3.143231,-2.043628,7
1722,709,-0.382979,-1.075472,-0.729498,-3.457096,-3.169478,-2.078583,7
1721,710,-0.13773,-0.916723,-0.653149,-3.432729,-3.147606,-2.056112,7
1722,710,-0.130723,-0.933731,-0.637879,-3.435978,-3.15198,-2.056112,7
1720,710,-0.158752,-0.911053,-0.641696,-3.416484,-3.147606,-2.066099,7
1720,711,0.114526,-0.752304,-0.572983,-3.40024,-3.125734,-2.051119,7
1721,711,0.086497,-0.809,-0.569165,-3.418109,-3.147606,-2.061106,7
1722,711,0.093504,-0.809,-0.546261,-3.41486,-3.116985,-2.031145,7
1721,712,-0.347944,-1.030115,-0.714228,-3.466842,-3.171665,-2.078583,7
1722,712,-0.340937,-1.052794,-0.714228,-3.468467,-3.169478,-2.076086,7
1720,712,-0.326922,-1.001767,-0.714228,-3.4441,-3.162916,-2.071093,7
1720,713,-0.558157,-1.177525,-0.802029,-3.492834,-3.202286,-2.108544,7
1721,713,-0.523121,-1.177525,-0.802029,-3.504205,-3.213222,-2.108544,7
